"username","content","score","version","at","impact","app","platform"
"Mohammad Fathony","rate bintang jelek segitu banyaknya yg komplainjuga kirim via email jawaban muter muter dari csgk ada greget untuk perbaikan","1","5.5.0","2023-08-26","Negative","pds","Android"
"putra pajajaran 1972","good job 👍","5","5.5.0","2023-08-26","Positive","pds","Android"
"ad od","apps yang banyak bugs error ga pernah ada update perbaikan","2","5.5.0","2023-08-26","Negative","pds","Android"
"Sesi Dyah Anggraeni","aplikasi sering keluar sendiri","2","5.5.0","2023-08-26","Negative","pds","Android"
"Boyke Lauta azlan","penaksiran sadis kalah sama outlet gadai swasta","1","5.5.0","2023-08-26","Negative","pds","Android"
"SINDU NUGROHO","mantap","5","5.5.0","2023-08-25","Positive","pds","Android"
"Queen Maria Akexandra Tubalawony","mantap","5","4.9.0","2023-08-25","Positive","pds","Android"
"A. Selvi","kenapasi login aja susah bgt ganiat bikin sistem online kayanya","1","5.5.0","2023-08-25","Negative","pds","Android"
"Ajeng Ajeng","ini kenapa sih gk bisa log in udh bener semua masih gk bisa juga udah update terbaru smp uninstall terus install lagi tetep gk bisa tolong perbaiki sistemnya donk pegadaian review nya udh jelek bgt","1","5.5.0","2023-08-25","Negative","pds","Android"
"Iwanthepions81 Suwendi","kenapa ga bisa login padahal udah betul password sama no tlp nya","2","5.5.0","2023-08-25","Negative","pds","Android"
"Esraimta Tarigan","sangat buruk untuk akses loginnya aja selalu muncul tulisan oops padahal jaringan bagus","1","5.5.0","2023-08-25","Negative","pds","Android"
"Hafizh Cell","kualitas yang sangat mantaf aplikasinya selalu mengingat kan saya dengan katakata yang mengharukan sekali pegadaian digital selalu bilang ke saya internal server error 😌","1","5.5.0","2023-08-25","Negative","pds","Android"
"Ahmad Saifur","makasih mantapp cuma sering keluar sendiri aplikasinya","5","5.5.0","2023-08-25","Positive","pds","Android"
"Jesen Yosua","susah log in nya","1","5.5.0","2023-08-24","Negative","pds","Android"
"Tania Marcelina","lemot sekali apa bisa di perbaiki lagi aplikasinya","1","5.5.0","2023-08-24","Negative","pds","Android"
"Hidayatul Adzkiyah","tolong dengan sangat pada pihak pegadaian untuk memperbaiki aplikasinya soalnya laload bangett","3","5.5.0","2023-08-24","Neutral","pds","Android"
"Suryo Adi Sudrajad","bintang  dl krna proses pergantian email salah  digit dr tahun  tidak beres utk d ganti dan pihak pegadaian yg tiba mengganti huruf terahir d email jd cox sehingga tidak  bs terkirim email setiap ada transaksi sdh melakukan apa yg d minta dr pegadaian mulai dr dtang ke kantor lwt wa dll tp zonk hasilnya tidak  berubah kyk ribet bener proses administratifnya👎👎👎","1","5.5.0","2023-08-24","Negative","pds","Android"
"Myarkan 2627","taksiran barang disini tinggi giliran dateng k tempatnya d taksir dengan nominal yg membagongkan","1","5.5.0","2023-08-24","Negative","pds","Android"
"cita kartika","knp ini pegadaian digital gak bisa di buka oops silahkan coba lagi cache nya udh dibersihin trus udh uninstal dan instal ulang masih gak bisa jg udh  hari gak bisa dibuka","1","5.5.0","2023-08-24","Negative","pds","Android"
"GZ Channel","mau buka tabungan tapi server buruk terus  aneh sih","1","5.5.0","2023-08-24","Negative","pds","Android"
"raffasya channel","haduh kenapa sekarang ada potonganpenitipan emasjadi gak semangat lagi nabung ya","1","5.5.0","2023-08-23","Negative","pds","Android"
"Tri wahyu eka widya ningsih","baguss","5","5.3.0","2023-08-23","Positive","pds","Android"
"elin bolang","ga bisa ganti nomer di cabang ribetnya padahal ada ktp dan buku tabungan","3","5.5.0","2023-08-23","Neutral","pds","Android"
"INDONESIA","sangat butuh dioptimalkan apk nya error terus g bisa kebuka","2","5.5.0","2023-08-23","Negative","pds","Android"
"Wahu Di","tidak sesuai aplikasi di aplikasi harga jauh beda dari counter pegadaiansangat kecewa dan sangat kurang  rekomen","1","5.5.0","2023-08-23","Negative","pds","Android"
"Rubah Channel","tolong dong ubah kirim kode verifikasi nya ke email saja yg lebih aman jangan via sms ke no hp karena saya tidak bisa login gara² no hp saya hangus dan ribet harus isi data ini itu kalo mo ganti nomer untuk verifikasi sementara ini saya kasih bintang  tapi kalo gada perubahan selam  bulan dari sekarang terpaksa saya kasih bintang  terimakasih","5","5.5.0","2023-08-23","Positive","pds","Android"
"wan zamhur","apk jelek masa iya setiap seminggu sekali harus bwt laporan kalo tabungan kt tdk terbaca di apk nya sekelas aplikasi yg menyimpan uang kt masa seperti ini","1","5.5.0","2023-08-22","Negative","pds","Android"
"Yayan281 Erly","alhamdulilah","5","5.5.0","2023-08-22","Positive","pds","Android"
"IKRAM EDITOR","mantap","5","5.2.0","2023-08-22","Positive","pds","Android"
"Barokah Jaya CCTV Jember","sistemnya sering eror","3","5.5.0","2023-08-21","Neutral","pds","Android"
"ferry hutagalung","sejauh ini utk beli emas jadi tabungan emas baik saja semoga nanti kalau mau jual emas nya tidak ada masalah dari aplikasinya sgt rekom utk jd tabungan masa depan","5","5.5.0","2023-08-21","Positive","pds","Android"
"Rb Riza Sanjuanti","bagus","5","5.3.0","2023-08-21","Positive","pds","Android"
"Jhon's Rz","saya kasih bintang satu karna slama  bln ini tidak  bisa log in parahjd ga bisa di pake ni aplikasi","1","5.5.0","2023-08-21","Negative","pds","Android"
"Isnaini Wilis Sasanti","ini gimana yaa udah top up g cash dari pagi kok uangnya ga masuk masuk sih","1","5.5.0","2023-08-21","Negative","pds","Android"
"Restu Saputra","aplikasi gak guna","5","5.5.0","2023-08-21","Positive","pds","Android"
"Aisya Arfah","susah login","1","5.5.0","2023-08-21","Negative","pds","Android"
"Arex Oreoo","pengajuan ganti nomer sejak tanggal  juli  sampai sekarang  agustus  belum berhasil padahal langsung ke kantor utama yang ada di kota semarang ini pegawainya ngapain aja heran saya","1","5.4.0","2023-08-21","Negative","pds","Android"
"Handi Sukmawijaya","aplikasi makin payah susah banget buat login perbaiki dong untung emas udah saya jual semua jadi makin males buat nabung emas klo aplikasinya ajah banyak kendala kaya gini","1","5.5.0","2023-08-21","Negative","pds","Android"
"Rizky Nurilahi","good","5","5.5.0","2023-08-21","Positive","pds","Android"
"Jabang Tetuko","kendala yg sama mengganggu pelanggan yaitu susah login","1","5.5.0","2023-08-21","Negative","pds","Android"
"sigit bayu aji","mantap top markotop","5","5.5.0","2023-08-20","Positive","pds","Android"
"Rizal Fatoni","jangan download ribet cari lokasi cabang aja susah","1","5.5.0","2023-08-20","Negative","pds","Android"
"Kaifiya Fathin","apk cukup buruk","1","5.5.0","2023-08-20","Negative","pds","Android"
"Arif Hadinata","transfer ga bis apa apa ga bisa aplikasi abal abal kah ini","1","5.4.0","2023-08-20","Negative","pds","Android"
"Kartina Kurnawati","dulu semangat banget nabung emas lewat aplikasi ini tapi sekarang nyesel banget kerasa ketipupas mau dijual gak bisamalah disuruh update ke premium tapi update ke premiumnya susah banget yahupdate melalui aplikasi gak bisaupdate ke kantor cabangnya juga gak bisa aplikasi merugikan sih menurut saya","1","5.5.0","2023-08-19","Negative","pds","Android"
"Dian Rustiana","mau login aja susah minta ampun padahal sinyal bagus tapi mutet terus","1","5.5.0","2023-08-19","Negative","pds","Android"
"soniIrawan71 chanel","kenapa di aplikasi penggadaian digital saya metode pembayaran tidak muncul","3","4.6.4","2023-08-19","Neutral","pds","Android"
"Shera rizkya Febri","aplikasi sering banget error susah login tolong diperbaiki lagi","3","5.5.0","2023-08-18","Neutral","pds","Android"
"Parida Sopiah","tolong dong kenapa jadi susah login harap coba lagi terus","1","5.5.0","2023-08-18","Negative","pds","Android"
"ervina anggraini","baguss","5","5.5.0","2023-08-18","Positive","pds","Android"
"Escgaming 97","cepat dan terukur","4","4.9.0","2023-08-18","Positive","pds","Android"
"Nur Vhatic","segala aplikasi kamu banyak yang downberat dan sulit mengakses menu segera di update trimaksih","2","5.5.0","2023-08-18","Negative","pds","Android"
"Nur Humam","aplikasi buruk","1","5.5.0","2023-08-18","Negative","pds","Android"
"Isti Khomah","sudah hapus aplikasi lama suruh perbarui kok ga bisa download lagi ga bisa bagaimana ini","4","5.3.0","2023-08-18","Positive","pds","Android"
"sri soelistyowati","pelayanannya sudah baik mohon ditingkatkan","5","5.3.0","2023-08-18","Positive","pds","Android"
"AHMAD HERI PERMANA","pikiran yang sehat terdapat di jiwa yang sehat belajar jujur good job","5","5.4.0","2023-08-17","Positive","pds","Android"
"Choirul Chasanah","susah loading tiap kali ke lngkah berikutnya di reload berkali kali clear cache pun tetap susah ketika sdh smpai ditahap pembayaran gk bisa trus dengan keterangan coba lagi coba lagi","1","5.5.0","2023-08-17","Negative","pds","Android"
"Asdwi Maidaliza","sangat bermanfaat mudah diakses dan bisa gadai dari rumah aja prosedur sangat mudah terimakasih pegadaian","4","5.5.0","2023-08-17","Positive","pds","Android"
"M. ISLAH ALMANDARI. A","pegadaian digital sangat memudahkan","5","5.3.0","2023-08-17","Positive","pds","Android"
"Maulida Fitri","mau update aplikasi tidak bisa","1","5.3.0","2023-08-17","Negative","pds","Android"
"mursetyo pradipto","menyedihkan","2","5.5.0","2023-08-17","Negative","pds","Android"
"kasmawati taurus","mau update tpi tidak  bisa terputar terusada apa yach dengan aplikasi ini","3","5.5.0","2023-08-16","Neutral","pds","Android"
"Annisa nur","nggak bisa login sama sekali padahal pw dan nope bener semua aneh","1","5.5.0","2023-08-16","Negative","pds","Android"
"Eby Bruhns","aplikasi yg sangat mudah di pakai suka👍","5","5.5.0","2023-08-16","Positive","pds","Android"
"Muh Fikra Ashbar","mantap","5","5.5.0","2023-08-16","Positive","pds","Android"
"King Fonataba","mohon segera carikan pegawai it untuk ngurusin fasilitas digital kalian masa kalah sm aplikasi lain","1","5.5.0","2023-08-16","Negative","pds","Android"
"Suhud Mawardi","lagi erorkahdari td log in ga bisa mulu","4","5.5.0","2023-08-16","Positive","pds","Android"
"Izar Kasep","ini aplikasi yg merugikan kunsumenselisih jual kebeli sampai rb harga emas parah sekalli anda ingin untung besar anda","1","5.5.0","2023-08-16","Negative","pds","Android"
"Firman Jaya","gede banget adm nya di sopee emas x pegadaian masa saldo ngendap rb ditambah adm rb pertahun rb setahun doang adminya mahalnyesel buka tabungan emas disini","1","5.5.0","2023-08-16","Negative","pds","Android"
"Yose Armando","sangat baik","5","5.5.0","2023-08-15","Positive","pds","Android"
"Arie himawan (gepenk skip)","kenapa tidak bisa login","1","5.5.0","2023-08-15","Negative","pds","Android"
"Agustin Kartikasari","mau upgrade premium loading lama gak bisa untuk next ini aplikasi apa memang belum sempurna ya  tolong segera disempurnakan agar sesama pengguna bisa melakukan akses dengan mudah tanpa harus ke cabang","1","5.5.0","2023-08-15","Negative","pds","Android"
"Helpman Zebua","user id udah benar password udah benar masih ga bisa login harus menunggu  jam hampir tiap hari begitu terus kadang suka mikir itu tabungan saya masih ada atau sudah hangus sampai login aja di susahin","1","5.5.0","2023-08-15","Negative","pds","Android"
"Afifah Afifah","aplikasi buruk sudah  bulan tidak bisa digunakan","1","5.5.0","2023-08-15","Negative","pds","Android"
"Tonny Wahey","untuk upgrade akun saja lemotnya minta ampuntolong dong di tingkatkan kalau mau bersaing di era digitalkecamatan kota lama kota kupang belum terupdate di app pegadaianterima kasih","1","5.5.0","2023-08-15","Negative","pds","Android"
"Neng Yuun","kenapa ngk bisa login yaa padahal nomor tlp sama passwordnya dah bener padahal mau cek total sisa cicilan gadainya","1","5.5.0","2023-08-15","Negative","pds","Android"
"Ayu Welasasih","alhamdulillah saya dapet poin sudah saya tukarkan sejak bulan juni apa juli ya lupasemoga ada keajaiban kupon saya muncul dapat hadiahnya amin amin amin ya allah 🤲🤲🤲🙏 pengadaan sangat membantu sekali usaha dagang kecilkecilan saya dirumah terimakasih pegadaian saya kasih bintang tapi kok mau lihat kuponnya tidak bisa ya😄","5","5.5.0","2023-08-15","Positive","pds","Android"
"Hendi Irawan","top markotop","5","5.5.0","2023-08-15","Positive","pds","Android"
"Michael Lumingkewas","mantap","5","5.5.0","2023-08-14","Positive","pds","Android"
"charisma indah permata","kenapa g bisa login yamuncul tulisan opps coba lagi pdhl dh ganti password mohon jawabannya","4","5.5.0","2023-08-14","Positive","pds","Android"
"Kanaria __","niat bikin aplikasi atau tidak sebenarnya ngisi data diri aja tidak bisa terkirim kirim padahal posisi sinyal bagus","1","5.5.0","2023-08-14","Negative","pds","Android"
"MSphotography Official","susah transaksi skrg mau jual susah","1","5.5.0","2023-08-14","Negative","pds","Android"
"Ilhamsyah","tidak bisa login padahal aplikasi sudah yang terbaru","1","5.5.0","2023-08-14","Negative","pds","Android"
"Rahmansyah Putra","salam support","5","5.5.0","2023-08-13","Positive","pds","Android"
"Dhifa Latisha","gak bisa daftar bru mau regist aja ngadat aplikasi nya","1","5.5.0","2023-08-13","Negative","pds","Android"
"Handoko Rengga","aplikasi ga gunangebug mulu","1","5.5.0","2023-08-13","Negative","pds","Android"
"diky sodikin","kecamatan atau data alamat masih yg lama tidak pernah update","1","5.5.0","2023-08-12","Negative","pds","Android"
"Herva Ari Setyo Budi","baru mau coba fiturnya","5","5.5.0","2023-08-12","Positive","pds","Android"
"Kairos Selular","mohon diperbaiki skrg klo mau login susah terlalu lama proses tunggu   mggu tunggu terusssss parahh","1","5.5.0","2023-08-12","Negative","pds","Android"
"tato tok","aplikasi terburuk yg pernah di install tiap di buka server sibuk mau upgrade premium susah mau buat nabung jadi mikir  kali kalau kayak gini","1","5.5.0","2023-08-12","Negative","pds","Android"
"sudirman Aja","sudah lebih baik jaringan lebih stabil dan mudah melihat dan membayar cicilan","4","5.5.0","2023-08-12","Positive","pds","Android"
"Gina Febtiyani","gimana seh saya mau pembayaran pegadaian susah masuk bilang coba lagi terus padahal udh login betul pas ke menu pembayaran ga bisa saya mau bayar gmn mana lagi jauh dari kota lagi","1","5.5.0","2023-08-12","Negative","pds","Android"
"Indra Maulana","andi tangsa","5","5.5.0","2023-08-12","Positive","pds","Android"
"zhafran mauliddin","maintanance nya lama","2","5.5.0","2023-08-12","Negative","pds","Android"
"IRWANUDIN","mantap","5","5.5.0","2023-08-12","Positive","pds","Android"
"Nanas store","gabisa upgrade akun ke premium dan apk lemot sring error","1","5.5.0","2023-08-12","Negative","pds","Android"
"Vitha Oktavia","mau jual ga bisatapi kalo digadai bisa waah padahal tulisannya minimal jual  gr saldo emas masih  lebih mau dijual  gr aja ga bisatulisannya saldo anda kurang padahal kalo dijual  gram kan sisa saldo masih  jelas tulisannya minimal saldo harusnya tersisa  tapi lucunya kalo mau digadai bisa hhmm tolong dong diperbaiki sistemnya maunya pengen praktis kalo butuh tinggal jual lewat aplikasi ga perlu ke outlet ini malah aplikasinya aja ga bener","3","5.5.0","2023-08-11","Neutral","pds","Android"
"Maylla Mentari","udah d perbarui sama aja gk bisa masuk aplikasi tambah hari og makin buruk ni aplikasi","1","5.5.0","2023-08-11","Negative","pds","Android"
"kiss Ana","suruh di updatebukan jadi lbh baik malah kacau ga jelas mau masuk ga bisasandi dah betulbahkan pakai sidik jarimasihhhh aja ga bisabikin emosi aja ber x x di kasih kode otptapi ga ada tempat buat masukan kode nya","1","5.5.0","2023-08-11","Negative","pds","Android"
"Riyan Saputra","gw mau login kenapa salah trus padahal ps sama nomor ga ada yg salah benerin lah saya mau cek hrga emas mau beli percuma gaji kalian gede apk masih banyk bug","1","5.5.0","2023-08-11","Negative","pds","Android"
"Sahban Iman Harahap","mau login aja susah","1","5.5.0","2023-08-11","Negative","pds","Android"
"Muhammad Saehu","parah ini aplikasi mau apgred ke premium susahnya minta ampun","1","5.5.0","2023-08-11","Negative","pds","Android"
"deni saputra","parah emas saya sudah saya lunasi tapi gak bisa di ambil harus nunggu  hari padahal waktu itu saya tanya bisa langsung di jual apa gak di jawab bisa  tapi pas di lunasi emasnya gak ada lucu kan","1","5.5.0","2023-08-11","Negative","pds","Android"
"Rahmanita Gz","tolong dong ini udah beberapa hari ini aplikasinya tidak bisa dibuka tulisannya aplikasi error melulu udah update udah uninstall terus install kembali tapi tetap aja tulisannya eror","1","5.5.0","2023-08-11","Negative","pds","Android"
"Linux Studios","metode pembayaran instan hanya shopee pay saja dan itu baru maintenance harusnya lebih variatif bisa tambahkan ovodanagopay dan sejenisnya","2","5.5.0","2023-08-11","Negative","pds","Android"
"I Gusti Ngurah Bagus Surya Negara","aplikasi ti udh minimal nabung k pas d cairin minimal saldo jt klo mau cairin harus ad saldo ngendap k metode pembayaran sedikit ti","1","5.5.0","2023-08-11","Negative","pds","Android"
"audry adrian","aplikasi tolol jaringan ke servernya sampah banget login kirim pin isi otp gagal mulu g paham lagi kenapa aplikasi pemerintah bisa sampah banget kalah jauh sama swasta kebanyakan dikorup apa gimana sih","1","5.5.0","2023-08-11","Negative","pds","Android"
"Maria Eka Retno Utami","kenapa ya saya nggak bisa login pake finger print pakai nomor hp juga ga bisa clear cache udah sinyal okecoba lagi coba lagi cape deh ternyata bnyak juga yang kecewa","2","5.5.0","2023-08-11","Negative","pds","Android"
"Pipin Pirmansyah","login aja susah min perlu banyak di tingkatkan","2","5.5.0","2023-08-11","Negative","pds","Android"
"Lidya Bontot","susah banget buat loginselalu coba lg padahal user sm password nya udh bener","1","5.5.0","2023-08-11","Negative","pds","Android"
"Nana LN","susah login padahal sinyal kuat  password login benar","1","5.4.0","2023-08-11","Negative","pds","Android"
"Anna Dewanti Toding","susah login entah kenapa tidak ada solusi","1","5.5.0","2023-08-11","Negative","pds","Android"
"Lia Safitri","sumpah apa kalian gak bisa bkin aplikasi yg bagus dari sekian bnyak aplikasi pegadaian ini sangat bad lemot bug terus login susah cari programer yg bagus deh masa sekelas pegadaian yg sudah besar gak bisa bikin aplikasi yg bagus  cepet responnya mau masuk muter terus di next ke tahap selanjutnya gak masuk balik lg balik lg bkin hp panas","1","5.5.0","2023-08-11","Negative","pds","Android"
"Trio okta","untuk login sulit setelah update aplikasi padahal saya sudah memakai finger print mohon segera diperbaiki","1","5.5.0","2023-08-11","Negative","pds","Android"
"Gallery Nur (Nur)","rekomended yg punya barang yg di gadai pakai pegadaian aja untuk setor itu gampang banget","5","5.5.0","2023-08-11","Positive","pds","Android"
"Asep Septiadi","stuck di register","1","5.5.0","2023-08-11","Negative","pds","Android"
"Ayunda Aprilian","pelayanan lama banget","1","5.5.0","2023-08-11","Negative","pds","Android"
"Verdie Harianto","elek sumpah apa eror trus tiba kluar loading lamaa ngk guna gito bneran dah","1","5.4.0","2023-08-11","Negative","pds","Android"
"Helo Infinix","aplikasi sontolo aplikasi juara  lalot","1","5.4.0","2023-08-10","Negative","pds","Android"
"mrezi aditya","aplikasi gak jelas mau buka tabungan emas pas milih lokasi gak bisa wkwk padahal gps sudah aktif","1","5.5.0","2023-08-10","Negative","pds","Android"
"Yason Waruwu","udah masukin email dan sandi yg bener malah bilang salah lalu diblokir bumn gak ada yg becus","1","5.5.0","2023-08-10","Negative","pds","Android"
"Chen Yiu Chien","wkwkwkkwknamanya apl bumn iya tau sendiri aja","1","5.5.0","2023-08-10","Negative","pds","Android"
"oreng polo","asli sistemnya buruk saya tidak bisa upgrade malah suruh datang ke kantor cabang sedangkan di daerah saya tidak ada pegadain udah terlanjur inves mas malah sekarang tidak bisa ditarik karena tidak di upgrade","1","5.5.0","2023-08-10","Negative","pds","Android"
"Ilham stupid","milik negara doang tapi kek sampah aplikasinya","1","5.5.0","2023-08-09","Negative","pds","Android"
"iSyam Official","maaf  bintang biasanya ada menu tambah pinjaman setelah di upgrade aplikasinya lah kok hilang menu tambah pinjamannya","2","5.5.0","2023-08-09","Negative","pds","Android"
"Jhon feri felano Marbun","tidak adakah niatan untuk memperbaiki aplikasi ini","2","5.5.0","2023-08-09","Negative","pds","Android"
"Ferry Anggriawan","lemot sulit diakses","1","5.4.0","2023-08-09","Negative","pds","Android"
"M. Jarwanto","kenapa sering keluar pesan server internal error dan susah login  pakai otp tapi input kedaluwarsa","2","5.5.0","2023-08-09","Negative","pds","Android"
"ilham kurniawan","gmn mw masuk era digitalaplikasi nya aja sulit di akses","1","5.5.0","2023-08-09","Negative","pds","Android"
"Kenny Bellanova","aplikasinya semakin kesini semakin sulit untuk login","1","5.5.0","2023-08-09","Negative","pds","Android"
"GAR 321","susah login","1","5.5.0","2023-08-09","Negative","pds","Android"
"Darwin Samudra Nusantara","mau login aja susah padahal saya customer","2","5.5.0","2023-08-09","Negative","pds","Android"
"Martin mustika","sumpah ngeselin bgt gak bisa log in berkali gak bisa ngapai pake aplikasi sih kalau masih repot harus ke gerai aplikasi gak guna","1","5.4.0","2023-08-09","Negative","pds","Android"
"Bey Grunge","ribet banyak bug mau jual aja susah","1","5.4.0","2023-08-09","Negative","pds","Android"
"Khoirul Akmal","tidak bisa login bagaimana ini pdhl pasword sama email nya bener","1","5.5.0","2023-08-09","Negative","pds","Android"
"Devi Shintia (Vie)","di update malah ga bisa login padahal mau transaksi pembayaran","1","5.5.0","2023-08-09","Negative","pds","Android"
"haniv Eko setiawan","untuk loading menunya sangat lambat sekali sehingga sangat perlu diperbaiki barang kali bisa ditambahkan informasi barang lelang terimakasih","3","5.5.0","2023-08-09","Neutral","pds","Android"
"Agus Budiyanto","saran ajah sih min kayak ganti no handphone email dan lainlain bisa lewat aplikasi agar lebih mudah dan tidak harus datang ke kantor cabang","3","5.4.0","2023-08-08","Neutral","pds","Android"
"Rohman Man","serius tanya itu sisa uang lelang wajib di alihkan ke antam y  kok kita mau uang cash ga bisa","1","5.5.0","2023-08-08","Negative","pds","Android"
"I Wayan Arthana","developernya masih kerja sebenarnya aplikasi ini bagus tapi sayang tidak dimaintenance dengan baik login susah daftar susah internal server error rating  bertambah terus karena kecewa aplikasi tidak bisa digunakan akhirnya saya pencet uninstall","1","5.5.0","2023-08-08","Negative","pds","Android"
"Sutanto Sarumaha","sangat memudahkan","5","5.5.0","2023-08-08","Positive","pds","Android"
"Muhammad Bagas Yun Fariko","saat melakukan pembayaran kok tidak bisa loading teruss koneksi bagus di update juga sudah","1","5.5.0","2023-08-08","Negative","pds","Android"
"Havita Sartana","kemaren sih lancar bayar via shopeepay tp sekarang kok jd maintenance trs🤔🤔🤔","4","5.4.0","2023-08-07","Positive","pds","Android"
"Rahmat iqbal","awalnya tidak ada kendala sedikit pun tpi skrang terkendala pembayaran via shoopepay trus tertulis sedang maintenance mohon segera di perbaiki","2","5.4.0","2023-08-07","Negative","pds","Android"
"Melanie Widhowatie","pegadaian sangat membantu","5","5.4.0","2023-08-07","Positive","pds","Android"
"Anis Setiawati","untuk upgrade ke premium susah sekali kenapa yasampai di foto selfi selalu terhenti","3","5.4.0","2023-08-07","Neutral","pds","Android"
"Neysha Aulia Rusli","ribet","1","5.4.0","2023-08-07","Negative","pds","Android"
"Vien Mariana","jelek banget ga bisa login pdhl udh bener password nya","1","5.4.0","2023-08-07","Negative","pds","Android"
"Maimunah Saimima Muna","sangat bagus dan membanti terima kasi","5","5.4.0","2023-08-07","Positive","pds","Android"
"Agus Lalat","apl tak berguna imel sama nmer hp udah bener paswot bener masih tidak masok hapus saja apl tak berguna","1","5.4.0","2023-08-06","Negative","pds","Android"
"Aditya Kurniawan","payah","2","5.4.0","2023-08-06","Negative","pds","Android"
"S. Annisa","good","5","5.4.0","2023-08-05","Positive","pds","Android"
"AiniLuki 3111","bingung mau coment apa  keluhannya sama dengan yang lain","1","5.4.0","2023-08-05","Negative","pds","Android"
"Guinakha Yuan","ga bisa masuk sama sekali padahal email udah diverifikasi mau tak hapus bikin data baru tp nomor dan email sudah terdaftar padahal aplikasinya belum bisa kebuka sama sekali","1","5.4.0","2023-08-05","Negative","pds","Android"
"ISHR Channel","aplikasinya buruk sekali mau nyetak emas batangan yang sudah tabung susah banget padahal sudah berkalikali update yang ke premium cuman gak bisa terus akunnya dan sudah diajukan melalui hp maupun datang langsung ke konter masih belum berubah tolong untuk pengembangan sistem aplikasinya diperbaiki lagi agar memberikan kemudahan kepada nasabah untuk menabung emas dan jangan mempersulit nasabah untuk mencetak emas batangan nya","2","5.4.0","2023-08-04","Negative","pds","Android"
"Fantri Bagus","salah pasword muluheran deh","2","5.4.0","2023-08-04","Negative","pds","Android"
"Fatchiyatun Ni'mah","baru instal app tapi tampilannya selalu silahkan tunggu tidak bisa login","1","5.4.0","2023-08-04","Negative","pds","Android"
"Angel","aplikasi tidak berguna sama saja seperti datang ke kantor","1","5.4.0","2023-08-04","Negative","pds","Android"
"Ed Firdaus","tidak bisa beli emas loading terus saat mau pilih metode pembayaran telpon kantor pusat dan datang ke kantor pegadaian mereka gak bisa kasih solusi","1","5.4.0","2023-08-03","Negative","pds","Android"
"Riqi Ihsyani","selalu error saat login","3","5.4.0","2023-08-03","Neutral","pds","Android"
"Muhammad Jaenuri","sangat tidak rekomendasi banget pengajukan gadai jemput sangat lambat koneksi nya padahal lancar koneksi pas masuk aplikasi pegadaian sangat lambat","1","5.4.0","2023-08-03","Negative","pds","Android"
"zam ron","sudah bisa login trmksh yaaa 😁","5","5.4.0","2023-08-03","Positive","pds","Android"
"Appyta Wulan","susah login udah masukin password dan email yg bener dikata salah sama aplikasi pake finger print gabisa juga terus akhirnya disuruh ditunggu sejam baru bisa login lagi","1","5.4.0","2023-08-03","Negative","pds","Android"
"Anank _","apk nya terlalu berat tolonh di abdate lagi","4","5.4.0","2023-08-03","Positive","pds","Android"
"risty martia Praja","jadi ga bisa login padahal pswd udah betulgimana ini","3","5.4.0","2023-08-03","Neutral","pds","Android"
"harist 456","ntap","5","5.4.0","2023-08-03","Positive","pds","Android"
"lusi ana","susah bgt mau login","1","5.4.0","2023-08-03","Negative","pds","Android"
"Sofi Sakang Sofyan","payah banget ga bisa login cape cape daftar","1","5.4.0","2023-08-03","Negative","pds","Android"
"Rifki Kurniawan","banyak kendala di aplikasi","1","5.4.0","2023-08-03","Negative","pds","Android"
"Maulana Demak","bintang  dlu","2","5.4.0","2023-08-03","Negative","pds","Android"
"Reveller Sinaga","susah dan lambat loginnya nunggu lama","3","5.4.0","2023-08-02","Neutral","pds","Android"
"Yulia Atika","beli mas di app ini  di app nya beli mas dan cetak  diterima dalam waktu  hari kerja kenyataannya bln belum lagi saya terima komplain dicabang pengambilan pelayanan telernya pun buruk","1","5.4.0","2023-08-02","Negative","pds","Android"
"Inosen Nadeak","gk rekomendasi pengubahan no tlp sangat ribet mempersulit cust sudh via online vcall cust service sudah ke outlet terdekat sudah ke outlet pembukaan rekening hasilnya nothing","1","5.4.0","2023-08-02","Negative","pds","Android"
"Cang Hendri","asik mudah menyenangkan lebih praktis","5","5.4.0","2023-08-01","Positive","pds","Android"
